API_Number,Entity_Name,Well_Name,Well_Number,State,County,Section,Township,Range,PBH_Section,PBH_Township,PBH_Range,Formation_Name,Formation_Depth,Total_Depth,Measured_Total_Depth,True_Vertical_Depth,Well_Type,Well_Status,Permit_Type,Well_Class,Surf_Long_X,Surf_Lat_Y,Proposed_Bottom_Hole_Long_X,Proposed_Bottom_Hole_Lat_Y
"35011244240000 21713 OVINTIV USA INC ""4 WATERWAY SQUARE PLACE  STE 100""  OK TX 77380-3197 GORE 1710 3H-1XX NT AC Surface MU -98.222414  BLAINE 13.0 17N 10W IM SW SE SW NW 390 S 1583 W -98.223395 35.985225 BLAINE 1.0 17N 10W IM NW NE NW NW 85 N 1350 W 15437 24718 9000 85 359MSNLC MISSISSIPPIAN LS CHESTER 8902.0 24718.0       ITD 0.0   DR MU 24718.0 1500.0 No  Yes No 1252.0 150.0  0.0 0.0 Yes 25 40022.0 No No No 2025-05-13 00:00:00 2025-05-14 09:07:00 VNDVSR2 2025-04-09 12:40:00 rbdms 2025-07-31 08:13:00 0.0 15.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17836226  O&G 2025-05-14 09:07:00 2026-11-14 09:07:00 00:00:00 00:00:00 Yes No No Sara Van De Vreugde   2025-04-09 00:00:00 Yes  No No No No WRA 2025-07-18 00:00:00 G34 No UC_WellSpot_tc3_1 False 2081 0 0  300000 200000 C 8000 5000 C Yes No No 0 0 0 No NON HSA  Yes No No CHICKASHA",,,,,,,,,,,,,,,,,,,,,,,,
"35011244240000 21713 OVINTIV USA INC ""4 WATERWAY SQUARE PLACE  STE 100""  OK TX 77380-3197 GORE 1710 3H-1XX NT AC Surface MU -98.222414  BLAINE 13.0 17N 10W IM SW SE SW NW 390 S 1583 W -98.223395 35.985225 BLAINE 1.0 17N 10W IM NW NE NW NW 85 N 1350 W 15437 24718 9000 85 359MSSP MISSISSIPPIAN 8214.0 24718.0       ITD 0.0   DR MU 24718.0 1500.0 No  Yes No 1252.0 150.0  0.0 0.0 Yes 25 40022.0 No No No 2025-05-13 00:00:00 2025-05-14 09:07:00 VNDVSR2 2025-04-09 12:40:00 rbdms 2025-07-31 08:13:00 0.0 15.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17836226  O&G 2025-05-14 09:07:00 2026-11-14 09:07:00 00:00:00 00:00:00 Yes No No Sara Van De Vreugde   2025-04-09 00:00:00 Yes  No No No No WRA 2025-07-18 00:00:00 G34 No UC_WellSpot_tc3_1 False 2081 0 0  300000 200000 C 8000 5000 C Yes No No 0 0 0 No NON HSA  Yes No No CHICKASHA",,,,,,,,,,,,,,,,,,,,,,,,
35011244250000,CONTINENTAL RESOURCES INC,BELL FARMS FIU,2-14-26XHM,OK,BLAINE,14.0,13N,13W,26.0,13N,13W,WOODFORD,14896.0,29373.0,29373.0,15000.0,NT,ND,ITD,O&G,-98.556261,35.60828,-98.554342,35.566525
35011244250000,CONTINENTAL RESOURCES INC,BELL FARMS FIU,2-14-26XHM,OK,BLAINE,14.0,13N,13W,26.0,13N,13W,MISSISSIPPI,14001.0,29373.0,29373.0,15000.0,NT,ND,ITD,O&G,-98.556261,35.60828,-98.554342,35.566525
35011244250000,CONTINENTAL RESOURCES INC,BELL FARMS FIU,2-14-26XHM,OK,BLAINE,14.0,13N,13W,26.0,13N,13W,MISSISSIPPIAN,13967.0,29373.0,29373.0,15000.0,NT,ND,ITD,O&G,-98.556261,35.60828,-98.554342,35.566525
35011244260000,CONTINENTAL RESOURCES INC,BELL FARMS FIU,3-14-26XHW,OK,BLAINE,14.0,13N,13W,26.0,13N,13W,HUNTON,15036.0,29714.0,29714.0,15100.0,NT,ND,ITD,O&G,-98.556281,35.608228,-98.549836,35.566524
35011244260000,CONTINENTAL RESOURCES INC,BELL FARMS FIU,3-14-26XHW,OK,BLAINE,14.0,13N,13W,26.0,13N,13W,WOODFORD,14896.0,29714.0,29714.0,15100.0,NT,ND,ITD,O&G,-98.556281,35.608228,-98.549836,35.566524
35011244260000,CONTINENTAL RESOURCES INC,BELL FARMS FIU,3-14-26XHW,OK,BLAINE,14.0,13N,13W,26.0,13N,13W,MISSISSIPPI,14001.0,29714.0,29714.0,15100.0,NT,ND,ITD,O&G,-98.556281,35.608228,-98.549836,35.566524
35011244260000,CONTINENTAL RESOURCES INC,BELL FARMS FIU,3-14-26XHW,OK,BLAINE,14.0,13N,13W,26.0,13N,13W,MISSISSIPPIAN,13967.0,29714.0,29714.0,15100.0,NT,ND,ITD,O&G,-98.556281,35.608228,-98.549836,35.566524
35011244270000,CONTINENTAL RESOURCES INC,BELL FARMS FIU,4-14-26XHM,OK,BLAINE,14.0,13N,13W,26.0,13N,13W,WOODFORD,14896.0,29303.0,29303.0,15000.0,NT,ND,ITD,O&G,-98.555951,35.608125,-98.544983,35.566472
35011244270000,CONTINENTAL RESOURCES INC,BELL FARMS FIU,4-14-26XHM,OK,BLAINE,14.0,13N,13W,26.0,13N,13W,MISSISSIPPI,14001.0,29303.0,29303.0,15000.0,NT,ND,ITD,O&G,-98.555951,35.608125,-98.544983,35.566472
35011244270000,CONTINENTAL RESOURCES INC,BELL FARMS FIU,4-14-26XHM,OK,BLAINE,14.0,13N,13W,26.0,13N,13W,MISSISSIPPIAN,13967.0,29303.0,29303.0,15000.0,NT,ND,ITD,O&G,-98.555951,35.608125,-98.544983,35.566472
35011244280000,CRAWLEY PETROLEUM CORPORATION,FOSTER,2-14-11-2MHX,OK,BLAINE,14.0,18N,13W,2.0,18N,13W,MISSISSIPPIAN,9350.0,20000.0,20000.0,9500.0,NT,AC,ITD,O&G,-98.552764,36.042794,-98.550576,36.071852
35013201730000,"WSR OPERATING, LLC",TAHOMA,1-2-6XHW,OK,BRYAN,2.0,07S,08E,6.0,07S,09E,WOODFORD,10256.0,22065.0,22065.0,10581.0,NT,AC,ITD,O&G,-96.429877,33.969399,-96.390936,33.969801
35013201730000,"WSR OPERATING, LLC",TAHOMA,1-2-6XHW,OK,BRYAN,2.0,07S,08E,6.0,07S,09E,MISSISSIPPIAN,9883.0,22065.0,22065.0,10581.0,NT,AC,ITD,O&G,-96.429877,33.969399,-96.390936,33.969801
35013201740000,"WSR OPERATING, LLC",TAHOMA,1R-2-6XHW,OK,BRYAN,2.0,07S,08E,6.0,07S,09E,WOODFORD,10256.0,22065.0,22065.0,10581.0,,,ITD,O&G,-96.429943,33.9694,-96.390936,33.969801
35013201740000,"WSR OPERATING, LLC",TAHOMA,1R-2-6XHW,OK,BRYAN,2.0,07S,08E,6.0,07S,09E,MISSISSIPPIAN,9883.0,22065.0,22065.0,10581.0,,,ITD,O&G,-96.429943,33.9694,-96.390936,33.969801
35015000170000,STAGHORN PETROLEUM II LLC,Myrtle 12-13-33-28,1H,OK,,12.0,13.0N,33.0W,,,,,,12252.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35015000190000,CONTINENTAL RESOURCES INC,DECATUR FIU,1-17-28XHW,OK,,,,,,,,,,17660.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35015000190000,CONTINENTAL RESOURCES INC,DECATUR FIU,1-17-28XHW,OK,,,,,,,,,,18944.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35015000320000,CONTINENTAL RESOURCES INC,BOXCARS FIU,1-24-31XHW,OK,,,,,,,,,,17010.0,0.0,0.0,OG,ND,ITD,OG,,,0.0,0.0
35015233530000,CONTINENTAL RESOURCES INC,HENRY,1-15-26XHW,OK,CADDO,15.0,08N,09W,26.0,08N,09W,WOODFORD,16540.0,29892.0,29892.0,17360.0,NT,AC,ITD,O&G,-98.136299,35.173676,-98.136062,35.13953
35015233530000,CONTINENTAL RESOURCES INC,HENRY,1-15-26XHW,OK,CADDO,15.0,08N,09W,26.0,08N,09W,MISSISSIPPIAN,16310.0,29892.0,29892.0,17360.0,NT,AC,ITD,O&G,-98.136299,35.173676,-98.136062,35.13953
35015233530001,CONTINENTAL RESOURCES INC,HENRY,1-15-26XHW,OK,CADDO,15.0,08N,09W,26.0,08N,09W,WOODFORD,16540.0,32889.0,32889.0,17693.0,,,ITD,O&G,-98.136299,35.173676,-98.120975,35.131629
35015233530001,CONTINENTAL RESOURCES INC,HENRY,1-15-26XHW,OK,CADDO,15.0,08N,09W,26.0,08N,09W,MISSISSIPPIAN,16310.0,32889.0,32889.0,17693.0,,,ITD,O&G,-98.136299,35.173676,-98.120975,35.131629
35017000070000,DEVON ENERGY PRODUCTION COMPANY LP,Seems 11_2-13N-9W,3HX,OK,,11.0,2.0N,9.0W,,,,,,11895.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35017000510000,BCE-MACH LLC,MCBEE 21_28_33-11-9,2MH,OK,,21.0,28.0N,33.0W,,,,,,13683.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35017000590000,DEVON ENERGY PRODUCTION COMPANY LP,Seems 11_2-13N-9W,4HX,OK,,11.0,2.0N,9.0W,,,,,,11435.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35017000680000,DEVON ENERGY PRODUCTION COMPANY LP,Seems 11_2-13N-9W,5HX,OK,,11.0,2.0N,9.0W,,,,,,11865.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35017000690000,DEVON ENERGY PRODUCTION COMPANY LP,Seems 11_2-13N-9W,6HX,OK,,11.0,2.0N,9.0W,,,,,,11810.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35017000700000,DEVON ENERGY PRODUCTION COMPANY LP,Seems 11_2-13N-9W,7HX,OK,,11.0,2.0N,9.0W,,,,,,11755.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35017000710000,BCE-MACH LLC,MCBEE 16_9_4-11-9,3MH,OK,,16.0,9.0N,4.0W,,,,,,12615.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35017000720000,VALIDUS ENERGY II MIDCON LLC,Lesser Scaup 1006-142326,1HM,OK,,1006.0,14.0N,2326.0W,,,,,,9920.0,0.0,0.0,OG,ND,ITD,OG,,,0.0,0.0
35017000730000,VALIDUS ENERGY II MIDCON LLC,Lesser Scaup 1006-142326,2HM,OK,,1006.0,14.0N,2326.0W,,,,,,9717.0,0.0,0.0,OG,ND,ITD,OG,,,0.0,0.0
35017261070000,BCE-MACH LLC,REUTER LAND 5/32-12-8,6MWH,OK,CANADIAN,8.0,11N,08W,32.0,12N,08W,WOODFORD,11750.0,22410.0,22410.0,11750.0,NT,AC,ITD,O&G,-98.066231,35.448737,-98.064076,35.478548
35017261070000,BCE-MACH LLC,REUTER LAND 5/32-12-8,6MWH,OK,CANADIAN,8.0,11N,08W,32.0,12N,08W,MISSISSIPPI,11470.0,22410.0,22410.0,11750.0,NT,AC,ITD,O&G,-98.066231,35.448737,-98.064076,35.478548
35017261070000,BCE-MACH LLC,REUTER LAND 5/32-12-8,6MWH,OK,CANADIAN,8.0,11N,08W,32.0,12N,08W,MISSISSIPPI LM,11470.0,22410.0,22410.0,11750.0,NT,AC,ITD,O&G,-98.066231,35.448737,-98.064076,35.478548
35017261070001,BCE-MACH LLC,REUTER LAND 5/32-12-8,6MWH,OK,CANADIAN,8.0,11N,08W,32.0,12N,08W,WOODFORD,11750.0,22410.0,22410.0,11750.0,NT,ND,ITD,O&G,-98.066231,35.448737,-98.064076,35.478548
35017261070001,BCE-MACH LLC,REUTER LAND 5/32-12-8,6MWH,OK,CANADIAN,8.0,11N,08W,32.0,12N,08W,MISSISSIPPI,11470.0,22410.0,22410.0,11750.0,NT,ND,ITD,O&G,-98.066231,35.448737,-98.064076,35.478548
35017261070001,BCE-MACH LLC,REUTER LAND 5/32-12-8,6MWH,OK,CANADIAN,8.0,11N,08W,32.0,12N,08W,MISSISSIPPI LM,11470.0,22410.0,22410.0,11750.0,NT,ND,ITD,O&G,-98.066231,35.448737,-98.064076,35.478548
35017261080000,CAMINO NATURAL RESOURCES LLC,BRAUM FAMILY N 1006,4-33-3MXH,OK,CANADIAN,4.0,10N,06W,33.0,11N,06W,WOODFORD,9733.0,20343.0,20343.0,10000.0,NT,AC,ITD,O&G,-97.83708037,35.36409833,-97.84035799,35.3914097
35017261080000,CAMINO NATURAL RESOURCES LLC,BRAUM FAMILY N 1006,4-33-3MXH,OK,CANADIAN,4.0,10N,06W,33.0,11N,06W,MISSISSIPPIAN,9455.0,20343.0,20343.0,10000.0,NT,AC,ITD,O&G,-97.83708037,35.36409833,-97.84035799,35.3914097
35017261090000,CAMINO NATURAL RESOURCES LLC,BRAUM FAMILY N 1006,4-33-4WXH,OK,CANADIAN,4.0,10N,06W,33.0,11N,06W,WOODFORD,9660.0,20395.0,20395.0,10000.0,NT,AC,ITD,O&G,-97.83699653,35.36409754,-97.83482323,35.39139584
35017261090000,CAMINO NATURAL RESOURCES LLC,BRAUM FAMILY N 1006,4-33-4WXH,OK,CANADIAN,4.0,10N,06W,33.0,11N,06W,MISSISSIPPIAN,9410.0,20395.0,20395.0,10000.0,NT,AC,ITD,O&G,-97.83699653,35.36409754,-97.83482323,35.39139584
35017261100000,CAMINO NATURAL RESOURCES LLC,BRAUM FAMILY S 1006,9-16-2MXH,OK,CANADIAN,4.0,10N,06W,16.0,10N,06W,WOODFORD,9785.0,20141.0,20141.0,10053.0,NT,AC,ITD,O&G,-97.83712112,35.36418114,-97.84175266,35.33460295
35017261100000,CAMINO NATURAL RESOURCES LLC,BRAUM FAMILY S 1006,9-16-2MXH,OK,CANADIAN,4.0,10N,06W,16.0,10N,06W,MISSISSIPPI,9418.0,20141.0,20141.0,10053.0,NT,AC,ITD,O&G,-97.83712112,35.36418114,-97.84175266,35.33460295
35017261100000,CAMINO NATURAL RESOURCES LLC,BRAUM FAMILY S 1006,9-16-2MXH,OK,CANADIAN,4.0,10N,06W,16.0,10N,06W,MISSISSIPPIAN,9531.0,20141.0,20141.0,10053.0,NT,AC,ITD,O&G,-97.83712112,35.36418114,-97.84175266,35.33460295
35017261110000,CAMINO NATURAL RESOURCES LLC,BRAUM FAMILY S 1006,9-16-3WXH,OK,CANADIAN,4.0,10N,06W,16.0,10N,06W,WOODFORD,9710.0,20104.0,20104.0,10095.0,NT,AC,ITD,O&G,-97.83703729,35.36418034,-97.83715966,35.33460356
35017261110000,CAMINO NATURAL RESOURCES LLC,BRAUM FAMILY S 1006,9-16-3WXH,OK,CANADIAN,4.0,10N,06W,16.0,10N,06W,MISSISSIPPI,9398.0,20104.0,20104.0,10095.0,NT,AC,ITD,O&G,-97.83703729,35.36418034,-97.83715966,35.33460356
35017261110000,CAMINO NATURAL RESOURCES LLC,BRAUM FAMILY S 1006,9-16-3WXH,OK,CANADIAN,4.0,10N,06W,16.0,10N,06W,MISSISSIPPIAN,9446.0,20104.0,20104.0,10095.0,NT,AC,ITD,O&G,-97.83703729,35.36418034,-97.83715966,35.33460356
35017261120000,CAMINO NATURAL RESOURCES LLC,BRAUM FAMILY S 1006,9-16-4MXH,OK,CANADIAN,4.0,10N,06W,16.0,10N,06W,WOODFORD,9662.0,20128.0,20128.0,9900.0,NT,AC,ITD,O&G,-97.83695345,35.36417954,-97.83260101,35.33460398
35017261120000,CAMINO NATURAL RESOURCES LLC,BRAUM FAMILY S 1006,9-16-4MXH,OK,CANADIAN,4.0,10N,06W,16.0,10N,06W,MISSISSIPPI,9378.0,20128.0,20128.0,9900.0,NT,AC,ITD,O&G,-97.83695345,35.36417954,-97.83260101,35.33460398
35017261120000,CAMINO NATURAL RESOURCES LLC,BRAUM FAMILY S 1006,9-16-4MXH,OK,CANADIAN,4.0,10N,06W,16.0,10N,06W,MISSISSIPPIAN,9411.0,20128.0,20128.0,9900.0,NT,AC,ITD,O&G,-97.83695345,35.36417954,-97.83260101,35.33460398
35017261130000,CAMINO NATURAL RESOURCES LLC,SPIRO MOUNDS 1006 3-10,3MXH,OK,CANADIAN,34.0,11N,06W,10.0,10N,06W,WOODFORD,9389.0,19690.0,19690.0,9727.0,NT,ND,ITD,O&G,-97.81881512,35.37915826,-97.8196656,35.34857509
35017261130000,CAMINO NATURAL RESOURCES LLC,SPIRO MOUNDS 1006 3-10,3MXH,OK,CANADIAN,34.0,11N,06W,10.0,10N,06W,MISSISSIPPI,9196.0,19690.0,19690.0,9727.0,NT,ND,ITD,O&G,-97.81881512,35.37915826,-97.8196656,35.34857509
35017261130000,CAMINO NATURAL RESOURCES LLC,SPIRO MOUNDS 1006 3-10,3MXH,OK,CANADIAN,34.0,11N,06W,10.0,10N,06W,MISSISSIPPIAN,9186.0,19690.0,19690.0,9727.0,NT,ND,ITD,O&G,-97.81881512,35.37915826,-97.8196656,35.34857509
35017261140000,CAMINO NATURAL RESOURCES LLC,SPIRO MOUNDS 1006 3-10,4WXH,OK,CANADIAN,34.0,11N,06W,10.0,10N,06W,WOODFORD,9366.0,19828.0,19828.0,9743.0,,,ITD,O&G,-97.81873127,35.37915808,-97.81564199,35.34856997
35017261140000,CAMINO NATURAL RESOURCES LLC,SPIRO MOUNDS 1006 3-10,4WXH,OK,CANADIAN,34.0,11N,06W,10.0,10N,06W,MISSISSIPPI,9183.0,19828.0,19828.0,9743.0,,,ITD,O&G,-97.81873127,35.37915808,-97.81564199,35.34856997
35017261140000,CAMINO NATURAL RESOURCES LLC,SPIRO MOUNDS 1006 3-10,4WXH,OK,CANADIAN,34.0,11N,06W,10.0,10N,06W,MISSISSIPPIAN,9173.0,19828.0,19828.0,9743.0,,,ITD,O&G,-97.81873127,35.37915808,-97.81564199,35.34856997
35017261150000,CAMINO NATURAL RESOURCES LLC,SPIRO MOUNDS 1006 3-10,2MXH,OK,CANADIAN,34.0,11N,06W,10.0,10N,06W,WOODFORD,9458.0,19968.0,19968.0,9705.0,,,ITD,O&G,-97.81889898,35.37915845,-97.82341851,35.34857974
35017261150000,CAMINO NATURAL RESOURCES LLC,SPIRO MOUNDS 1006 3-10,2MXH,OK,CANADIAN,34.0,11N,06W,10.0,10N,06W,MISSISSIPPI,9264.0,19968.0,19968.0,9705.0,,,ITD,O&G,-97.81889898,35.37915845,-97.82341851,35.34857974
35017261150000,CAMINO NATURAL RESOURCES LLC,SPIRO MOUNDS 1006 3-10,2MXH,OK,CANADIAN,34.0,11N,06W,10.0,10N,06W,MISSISSIPPIAN,9254.0,19968.0,19968.0,9705.0,,,ITD,O&G,-97.81889898,35.37915845,-97.82341851,35.34857974
35019000110000,BCE-MACH LLC,JAKE 1-31-30_1-3,3WH,OK,,1.0,31.0N,30.0W,,,,,,8580.0,0.0,0.0,OG,ND,ITD,OG,,,0.0,0.0
35019000120000,CONTINENTAL RESOURCES INC,WOLFHOUND,1-15-16-17XHM,OK,,,,,,,,,,7776.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35019236650000,SCOUT ENERGY MANAGEMENT LLC,A.S. MOORE,4,OK,,,,,,,,,,5009.0,0.0,0.0,OIL,AC,ITD,,,,0.0,0.0
35019239130000,SCOUT ENERGY MANAGEMENT LLC,A.S. MOORE,5,OK,,,,,,,,,,5000.0,0.0,0.0,OIL,AC,ITD,,,,0.0,0.0
35019255270000,SPRING OPERATING COMPANY,LEDBETTER,1-17,OK,,,,,,,,,,1053.0,0.0,0.0,GAS,AC,ITD,,,,0.0,0.0
35019262080003,CONTINENTAL RESOURCES INC,BLOYD,1-15H,OK,CARTER,15.0,03S,01W,15.0,03S,01W,WOODFORD,17173.0,20732.0,20732.0,18145.0,,,ITD,O&G,-97.284179,34.302962,-97.284586,34.293634
35019262080003,CONTINENTAL RESOURCES INC,BLOYD,1-15H,OK,CARTER,15.0,03S,01W,15.0,03S,01W,MISSISSIPPIAN,15957.0,20732.0,20732.0,18145.0,,,ITD,O&G,-97.284179,34.302962,-97.284586,34.293634
35019262080003,CONTINENTAL RESOURCES INC,BLOYD,1-15H,OK,CARTER,15.0,03S,01W,15.0,03S,01W,SPRINGER,15713.0,20732.0,20732.0,18145.0,,,ITD,O&G,-97.284179,34.302962,-97.284586,34.293634
35019265260000,C E HARMON OIL INC,S.E. VELMA SIMS SU,164,OK,,,,,18.0,02S,03W,SIMS,4200.0,5600.0,0.0,0.0,,ND,ITD,O&G,,,0.0,0.0
35019265260000,C E HARMON OIL INC,S.E. VELMA SIMS SU,164,OK,CARTER,18.0,02S,03W,,,,SIMS,4200.0,5600.0,0.0,0.0,,ND,ITD,O&G,-97.555875,34.388144,0.0,0.0
35019266200000,CONTINENTAL RESOURCES INC,COLUMBUS,5-26-1XHW,OK,CARTER,26.0,01S,03W,1.0,02S,03W,WOODFORD,10000.0,21872.0,21872.0,10150.0,NT,AC,ITD,O&G,-97.487371,34.440788,-97.460811,34.418876
35019266200000,CONTINENTAL RESOURCES INC,COLUMBUS,5-26-1XHW,OK,CARTER,26.0,01S,03W,1.0,02S,03W,SYCAMORE,9700.0,21872.0,21872.0,10150.0,NT,AC,ITD,O&G,-97.487371,34.440788,-97.460811,34.418876
35019266210000,CONTINENTAL RESOURCES INC,COLUMBUS,4-26-1XHW,OK,CARTER,26.0,01S,03W,1.0,02S,03W,WOODFORD,10000.0,21872.0,21872.0,10150.0,NT,AC,ITD,O&G,-97.487438,34.440788,-97.460844,34.413746
35019266210000,CONTINENTAL RESOURCES INC,COLUMBUS,4-26-1XHW,OK,CARTER,26.0,01S,03W,1.0,02S,03W,SYCAMORE,9700.0,21872.0,21872.0,10150.0,NT,AC,ITD,O&G,-97.487438,34.440788,-97.460844,34.413746
35019266220000,CONTINENTAL RESOURCES INC,COLUMBUS,10-26-1XHM,OK,CARTER,26.0,01S,03W,1.0,02S,03W,WOODFORD,10150.0,24014.0,24014.0,11000.0,NT,AC,ITD,O&G,-97.487505,34.440789,-97.457995,34.408781
35019266220000,CONTINENTAL RESOURCES INC,COLUMBUS,10-26-1XHM,OK,CARTER,26.0,01S,03W,1.0,02S,03W,SYCAMORE,9500.0,24014.0,24014.0,11000.0,NT,AC,ITD,O&G,-97.487505,34.440789,-97.457995,34.408781
35019266230000,CONTINENTAL RESOURCES INC,COLUMBUS,11-26-1XHM,OK,CARTER,26.0,01S,03W,1.0,02S,03W,WOODFORD,10150.0,24014.0,24014.0,11000.0,NT,AC,ITD,O&G,-97.487571,34.440789,-97.487571,34.440789
35019266230000,CONTINENTAL RESOURCES INC,COLUMBUS,11-26-1XHM,OK,CARTER,26.0,01S,03W,1.0,02S,03W,SYCAMORE,9500.0,24014.0,24014.0,11000.0,NT,AC,ITD,O&G,-97.487571,34.440789,-97.487571,34.440789
35019266240000,CONTINENTAL RESOURCES INC,COLUMBUS,12-26-1XHM,OK,CARTER,26.0,01S,03W,1.0,02S,03W,WOODFORD,10150.0,14081.0,24014.0,11000.0,NT,ND,ITD,O&G,-97.491026,34.446142,-97.457929,34.41904
35019266240000,CONTINENTAL RESOURCES INC,COLUMBUS,12-26-1XHM,OK,CARTER,26.0,01S,03W,1.0,02S,03W,SYCAMORE,9500.0,14081.0,24014.0,11000.0,NT,ND,ITD,O&G,-97.491026,34.446142,-97.457929,34.41904
35019266250000,CONTINENTAL RESOURCES INC,COLUMBUS,6-26-36XHW,OK,CARTER,26.0,01S,03W,36.0,01S,03W,HUNTON,10200.0,21872.0,21872.0,12000.0,NT,ND,ITD,O&G,-97.491025,34.446197,-97.460778,34.424006
35019266250000,CONTINENTAL RESOURCES INC,COLUMBUS,6-26-36XHW,OK,CARTER,26.0,01S,03W,36.0,01S,03W,WOODFORD,10000.0,21872.0,21872.0,12000.0,NT,ND,ITD,O&G,-97.491025,34.446197,-97.460778,34.424006
35019266250000,CONTINENTAL RESOURCES INC,COLUMBUS,6-26-36XHW,OK,CARTER,26.0,01S,03W,36.0,01S,03W,SYCAMORE,9700.0,21872.0,21872.0,12000.0,NT,ND,ITD,O&G,-97.491025,34.446197,-97.460778,34.424006
35019266260000,CONTINENTAL RESOURCES INC,COLUMBUS,8-35-12XHM,OK,CARTER,35.0,01S,03W,12.0,02S,03W,WOODFORD,10000.0,24014.0,24014.0,10000.0,NT,ND,ITD,O&G,-97.490125,34.425958,-97.458062,34.398521
35019266260000,CONTINENTAL RESOURCES INC,COLUMBUS,8-35-12XHM,OK,CARTER,35.0,01S,03W,12.0,02S,03W,SYCAMORE,9500.0,24014.0,24014.0,10000.0,NT,ND,ITD,O&G,-97.490125,34.425958,-97.458062,34.398521
35019266270000,CONTINENTAL RESOURCES INC,COLUMBUS,9-35-12XHM,OK,CARTER,34.0,01S,03W,12.0,02S,03W,WOODFORD,10150.0,24014.0,24014.0,9700.0,NT,ND,ITD,O&G,-97.493378,34.430887,-97.458028,34.403651
35019266270000,CONTINENTAL RESOURCES INC,COLUMBUS,9-35-12XHM,OK,CARTER,34.0,01S,03W,12.0,02S,03W,SYCAMORE,9200.0,24014.0,24014.0,9700.0,NT,ND,ITD,O&G,-97.493378,34.430887,-97.458028,34.403651
35019266280000,CONTINENTAL RESOURCES INC,COLUMBUS,2-35-12XHW,OK,CARTER,35.0,01S,03W,12.0,02S,03W,WOODFORD,10000.0,21872.0,21872.0,10150.0,NT,ND,ITD,O&G,-97.490125,34.426013,-97.46091,34.403487
35019266280000,CONTINENTAL RESOURCES INC,COLUMBUS,2-35-12XHW,OK,CARTER,35.0,01S,03W,12.0,02S,03W,SYCAMORE,9500.0,21872.0,21872.0,10150.0,NT,ND,ITD,O&G,-97.490125,34.426013,-97.46091,34.403487
35019266290000,CONTINENTAL RESOURCES INC,COLUMBUS,3-35-1XHW,OK,CARTER,34.0,01S,03W,1.0,02S,03W,WOODFORD,10000.0,21872.0,21872.0,10150.0,NT,ND,ITD,O&G,-97.493378,34.430887,-97.460877,34.408616
35019266290000,CONTINENTAL RESOURCES INC,COLUMBUS,3-35-1XHW,OK,CARTER,34.0,01S,03W,1.0,02S,03W,SYCAMORE,9500.0,21872.0,21872.0,10150.0,NT,ND,ITD,O&G,-97.493378,34.430887,-97.460877,34.408616
35027215110000,SJU HOLDINGS LLC,WEST SHORT JUNCTION UNIT,2501H,OK,CLEVELAND,15.0,10N,04W,4.0,10N,04W,HUNTON-BARTLESVILLE,8060.0,20050.0,20050.0,8200.0,,,ITD,O&G,-97.616181,35.335823,-97.62252,35.365905
35027215110001,SJU HOLDINGS LLC,WEST SHORT JUNCTION UNIT,2501H,OK,CLEVELAND,15.0,10N,04W,4.0,10N,04W,HUNTON-BARTLESVILLE,8060.0,20050.0,20050.0,8200.0,,,ITD,O&G,-97.616139,35.335807,-97.622838,35.365966
35031216450001,GLB EXPLORATION INC,BREWER,1-2,OK,COMANCHE,2.0,04N,11W,2.0,04N,11W,SPRINGER,2215.0,9555.0,9557.0,9500.0,NT,ND,ITD,O&G,-98.332412,34.854337,-98.330351,34.853276
35031216450001,GLB EXPLORATION INC,BREWER,1-2,OK,COMANCHE,2.0,04N,11W,2.0,04N,11W,PONTOTOC,1300.0,9555.0,9557.0,9500.0,NT,ND,ITD,O&G,-98.332412,34.854337,-98.330351,34.853276
35037002600000,BOONE OPERATING LLC,NE SLICK,9-1A,OK,,,,,,,,,,3200.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35037002760000,LITTLE RIVER ENERGY COMPANY,Mike Marrs,1,OK,,,,,,,,,,3000.0,0.0,0.0,OG,ND,ITD,OG,,,0.0,0.0
35037003140000,SLAVENS II PAUL R,Marcus mcguire,765,OK,,,,,,,,,,370.0,0.0,0.0,OG,ND,ITD,OG,,,0.0,0.0
35037295250000,LITTLE RIVER ENERGY COMPANY,EDD,1,OK,CREEK,6.0,17N,07E,,,,WILCOX 1,2925.0,3100.0,0.0,0.0,,ND,ITD,O&G,-96.607,35.9881944444,0.0,0.0
